iteration,train_error,train_accuracy,valid_error,valid_accuracy
0,0.06579035648610443,0.2412499925121665,0.06687449966557324,0.2237499940674752
300,0.051710294326767325,0.48749998956918716,0.0583168858429417,0.3962499890476465
600,0.04044144001090899,0.5837499843910336,0.04784399352502078,0.504999989643693
900,0.038306934060528874,0.6099999845027924,0.04714383004466072,0.5099999830126762
1200,0.038521602749824524,0.6337499851360917,0.0451407243963331,0.5524999843910336
1500,0.039657237444771454,0.6124999867752194,0.04607310122810304,0.5149999866262078
1800,0.0381683042505756,0.6199999796226621,0.044064399669878185,0.5562499877996743
2100,0.036551409342791885,0.6549999872222543,0.045733793056569993,0.5424999808892608
2400,0.03651823062682524,0.6462499815970659,0.04559989704284817,0.5487499861046672
2700,0.03479663675534539,0.6574999876320362,0.04291637532878667,0.549999984446913
3000,0.03762409702176228,0.6324999816715717,0.04532647039741278,0.5537499859929085
3300,0.03314919365220703,0.6799999810755253,0.042639251973014325,0.5774999838322401
3600,0.033994115132372826,0.649999987334013,0.04402713745366782,0.5537499841302633
3900,0.031063948234077543,0.7049999851733446,0.044143885432276875,0.561249983496964
4200,0.03539693163475022,0.6587499855086207,0.04463507456239313,0.5574999870732427
4500,0.03479154413798824,0.6599999833852053,0.040566053765360266,0.6024999907240272
4800,0.03407189901918173,0.6824999796226621,0.045532530813943595,0.5762499831616879
5100,0.033292689913650975,0.6937499837949872,0.04438376292819157,0.5624999906867743
5400,0.03294786636251956,0.6712499838322401,0.043536273180507123,0.583749988116324
5700,0.03170048940228298,0.7037499872967601,0.037621277617290616,0.6474999822676182
6000,0.03052890722756274,0.7137499786913395,0.03985568252392113,0.5999999800696969
6300,0.033477965524070896,0.6799999782815576,0.04618263564771041,0.533749985974282
6600,0.03392220594105311,0.671249981969595,0.042790527746547014,0.5637499894946814
6900,0.03286842390662059,0.6712499875575304,0.043203202018048614,0.5662499824538827
7200,0.030668810664792545,0.6974999876692891,0.03960477968212217,0.5912499874830246
7500,0.032223783317022026,0.691249979659915,0.03887352906167507,0.6212499858811498
7800,0.032842820801306516,0.6712499856948853,0.0430930953589268,0.5699999830685556
8100,0.03196676529478282,0.6912499833852053,0.04138088278705254,0.5737499892711639
8400,0.03487918357132003,0.6649999776855111,0.03864620253443718,0.6137499799951911
8700,0.035767787019722164,0.6749999895691872,0.042905779322609305,0.5699999835342169
9000,0.031301832816097885,0.7049999786540866,0.04215506394393742,0.5812499839812517
9300,0.030392629269044846,0.6999999759718776,0.04172656964510679,0.5799999870359898
9600,0.030356493312865496,0.7087499788030982,0.04274894227273762,0.5787499826401472
9900,0.030411073414143175,0.7049999795854092,0.04057140171062201,0.583749988116324
10200,0.0303325061686337,0.6949999816715717,0.04360316874226555,0.557499990798533
10500,0.028872552968095988,0.7249999763444066,0.04312045394908637,0.5649999873712659
10800,0.030904938146704808,0.6924999812617898,0.04133954964345321,0.5949999839067459
11100,0.03021765674930066,0.7074999799951911,0.042244540294632316,0.5687499884516001
11400,0.03013331157853827,0.6987499799579382,0.04186606453731656,0.5999999828636646
11700,0.029405625449726358,0.7149999812245369,0.04185807751491666,0.5724999886006117
12000,0.029154597490560263,0.7112499801442027,0.04037838679505512,0.6024999869987369
12300,0.03251103687216528,0.6937499847263098,0.04427683015819639,0.5674999835900962
12600,0.03189901012228802,0.6862499779090285,0.04016750957816839,0.5862499861977994
12900,0.03137292218161747,0.6987499846145511,0.04138900642283261,0.5737499827519059
13200,0.027612275385763496,0.7349999807775021,0.041527667664922774,0.5762499868869781
13500,0.03519108990440145,0.6549999807029963,0.0452351420535706,0.5362499849870801
13800,0.031259019713616,0.7062499793246388,0.04015453706961125,0.6199999824166298
14100,0.03264576126821339,0.6737499898299575,0.04212793934857473,0.5837499871850014
14400,0.03153556914185174,0.7137499758973718,0.04062772897304967,0.6012499844655395
14700,0.029499525378923863,0.7299999818205833,0.04185887903440744,0.6037499839439988
15000,0.026893605128861964,0.7299999725073576,0.045310987159609795,0.5412499839439988
15300,0.02844173859921284,0.7299999808892608,0.04172610823297873,0.5962499836459756
15600,0.02715245375293307,0.7437499817460775,0.04373462562216446,0.5699999900534749
15900,0.030105452344287187,0.7049999833106995,0.04090306319994852,0.5949999839067459
16200,0.03043423022609204,0.6999999862164259,0.04262491123517975,0.572499985806644
16500,0.029325636744033545,0.7212499789893627,0.04454771801829338,0.5787499882280827
16800,0.02932067497749813,0.7074999790638685,0.0419258062611334,0.5874999845400453
17100,0.029595324711408466,0.7212499771267176,0.044272432394791394,0.574999984819442
17400,0.029753021575743333,0.7349999761208892,0.044357890204992145,0.5474999835714698
17700,0.027535959583474323,0.7549999803304672,0.04090568149695173,0.591249986551702
18000,0.029608542856294662,0.6937499791383743,0.04084225703263655,0.5824999818578362
18300,0.02709018369205296,0.7399999713525176,0.04178175440756604,0.5824999855831265
18600,0.02990050640073605,0.724999975413084,0.04169287218246609,0.5887499824166298
18900,0.02695546971517615,0.7487499807029963,0.040470906998962164,0.5949999862350523
19200,0.028688316815532744,0.7074999799951911,0.044510870531667024,0.5374999861232936
19500,0.03110725589795038,0.6824999833479524,0.04062197374878451,0.6049999864771962
19800,0.0249952856102027,0.7812499795109034,0.04583345202263445,0.5262499852105975
20100,0.03318027057684958,0.6937499810010195,0.04382028663530946,0.5512499827891588
20400,0.031075355102075264,0.6849999837577343,0.042127779248403385,0.5924999853596091
20700,0.030868395406287163,0.7174999807029963,0.04346691822865978,0.5587499849498272
21000,0.029427867149934173,0.723749983124435,0.0404122446780093,0.5887499861419201
21300,0.03092719631968066,0.6937499828636646,0.040701028308831155,0.6024999893270433
21600,0.027660368592478335,0.7287499783560634,0.04567389254225418,0.5474999845027924
21900,0.028446334385080263,0.7437499798834324,0.04347947641508654,0.5812499867752194
22200,0.03171689703594893,0.6962499804794788,0.04082026850664988,0.5874999882653356
22500,0.029623186273965985,0.7049999833106995,0.04311906121438369,0.5712499842047691
22800,0.02793620090233162,0.724999975413084,0.04296094534220174,0.5787499854341149
23100,0.031261397496564314,0.694999978877604,0.04084117099409923,0.586249983869493
23400,0.03178294937242754,0.692499983124435,0.040608901414088905,0.6037499904632568
23700,0.02879204385681078,0.7274999814108014,0.04627404781058431,0.5462499894201756
24000,0.03124688909156248,0.7249999810010195,0.04539822955848649,0.5649999864399433
24300,0.036109367792960256,0.6337499851360917,0.04235653730574995,0.598749983124435
24600,0.028954488661838695,0.7249999856576324,0.04016850161133334,0.5987499849870801
24900,0.028735010186210275,0.7174999862909317,0.04288900748360902,0.5737499827519059
25200,0.03183993144193664,0.676249978132546,0.042510821542236954,0.564999985974282
25500,0.028302907798206434,0.7237499784678221,0.040883462701458484,0.6074999840930104
25800,0.02912222986924462,0.7062499783933163,0.04197102598845959,0.593749986961484
26100,0.025152385846013203,0.7549999784678221,0.04286742809927091,0.5812499839812517
26400,0.03153031965484843,0.694999978877604,0.042402708844747394,0.5699999891221523
26700,0.027914940321352333,0.7424999764189124,0.04254906513961032,0.5699999835342169
27000,0.03131720458623022,0.6874999776482582,0.041588256892282516,0.5912499912083149
27300,0.0306978594744578,0.6912499852478504,0.043731808371376246,0.5612499895505607
27600,0.02941686418489553,0.724999981932342,0.04282939009135589,0.5824999837204814
27900,0.02847172590554692,0.7424999829381704,0.04184519202681258,0.6049999827519059
28200,0.029319049994228408,0.7187499832361937,0.04096825985470787,0.5887499870732427
28500,0.027856836037244648,0.7287499811500311,0.046911133744288236,0.5262499842792749
28800,0.02924225924653001,0.7199999811127782,0.0410498536657542,0.608749988488853
29100,0.031050850462634116,0.7049999879673123,0.04540578834712505,0.5562499864026904
29400,0.027730617264751345,0.7499999739229679,0.041579709155485034,0.5962499845772982
29700,0.027770327535108663,0.7412499785423279,0.04229975218186155,0.577499981969595
30000,0.033457773592090234,0.6649999842047691,0.03995097154984251,0.6074999896809459
30300,0.027905938972253352,0.743749980814755,0.042215387686155736,0.5812499867752194
30600,0.028212283039465547,0.7287499783560634,0.044708096073009074,0.5624999850988388
30900,0.027560559567064047,0.7387499762699008,0.04306048899888992,0.5774999829009175
31200,0.024669520207680762,0.7574999816715717,0.04513709159800783,0.5437499834224582
31500,0.027035603765398264,0.7274999786168337,0.04339562723180279,0.5787499891594052
31800,0.028612678084755316,0.7312499824911356,0.04113598261028528,0.5949999848380685
32100,0.029217867442639545,0.717499976977706,0.045537462283391505,0.5462499838322401
32400,0.02897115400992334,0.7199999783188105,0.045338293886743486,0.5599999874830246
32700,0.028019652905641124,0.7224999815225601,0.04413330025272444,0.5612499858252704
33000,0.023047319045872428,0.772499980404973,0.042340558546129614,0.574999984819442
33300,0.027118905360111967,0.7287499811500311,0.04445740854134783,0.5562499817460775
33600,0.027697893849108368,0.7424999801442027,0.04391944769304246,0.549999990966171
33900,0.03077215317171067,0.6974999820813537,0.04038577844039537,0.6112499795854092
34200,0.029903200949775055,0.721249982714653,0.041945323057007045,0.5937499860301614
34500,0.02613802521955222,0.7574999835342169,0.04279668809613213,0.5924999844282866
34800,0.02687954079010524,0.7312499843537807,0.04281279951101169,0.598749989643693
35100,0.02797991465195082,0.736249984242022,0.046075550315435976,0.5649999836459756
35400,0.030854147800710052,0.6762499790638685,0.04264377342769876,0.5737499902024865
35700,0.025367661713971756,0.7399999834597111,0.04077217524172738,0.5899999844841659
36000,0.02820743761549238,0.726249978877604,0.04322690726257861,0.5624999878928065
36300,0.026354143163189292,0.7324999840930104,0.044061166350729764,0.5687499847263098
36600,0.02385501761455089,0.779999976977706,0.04537205980159342,0.5512499869801104
36900,0.022963044291827828,0.7799999788403511,0.04123444569995627,0.5912499874830246
37200,0.02926620439393446,0.7124999817460775,0.04174514173064381,0.5712499851360917
37500,0.02975548876565881,0.7137499833479524,0.045164881099481136,0.5624999823048711
37800,0.029666409245692194,0.7237499775364995,0.04207727260654792,0.5899999858811498
38100,0.02968178957235068,0.7162499809637666,0.042987148626707494,0.5762499878183007
38400,0.030648173240479082,0.7087499825283885,0.04448178841266781,0.5624999878928065
38700,0.027723848179448396,0.7287499802187085,0.04603444482199848,0.531249986961484
39000,0.030620914651080966,0.7124999798834324,0.04348391917301342,0.5837499853223562
39300,0.02695508347824216,0.7462499756366014,0.041806592664215714,0.5912499874830246
39600,0.02640544591122307,0.7412499766796827,0.04307289473945275,0.5837499843910336
39900,0.027341196982888505,0.7199999801814556,0.046867813856806606,0.5374999875202775
40200,0.02597993123345077,0.7499999813735485,0.04485616402234882,0.5599999846890569
40500,0.03061385263572447,0.6824999786913395,0.04444683052133769,0.5574999898672104
40800,0.027255305380094796,0.7412499794736505,0.04189623350976035,0.5974999805912375
41100,0.03071973062469624,0.6962499786168337,0.04410007456317544,0.5649999901652336
41400,0.02856403891928494,0.7237499784678221,0.04638771031750366,0.5387499835342169
41700,0.030314177129184827,0.6962499842047691,0.04221753275487572,0.5937499813735485
42000,0.026690844912081957,0.7599999746307731,0.04507050750544295,0.5499999858438969
42300,0.029647650517290458,0.7174999788403511,0.047112040512729436,0.5362499845214188
42600,0.02857780407066457,0.7462499812245369,0.04622209718218073,0.5549999885261059
42900,0.02997181285172701,0.6962499804794788,0.04334008728619665,0.5999999865889549
43200,0.02999252823065035,0.7199999801814556,0.044125273590907454,0.584999980404973
43500,0.02750422284589149,0.7349999807775021,0.045237114652991295,0.564999989233911
43800,0.026031113287899643,0.7637499775737524,0.047184637922327965,0.5587499854154885
44100,0.02714917974662967,0.7524999789893627,0.039665943884756416,0.6162499859929085
44400,0.026641282020136714,0.7662499789148569,0.04438875784398988,0.5587499868124723
44700,0.0279837385751307,0.7262499807402492,0.04329085588688031,0.5574999870732427
45000,0.023825187075999565,0.7699999772012234,0.04625752684660256,0.5312499878928065
45300,0.02862210698367562,0.7349999798461795,0.04302320710849017,0.5787499854341149
45600,0.027120947968796827,0.756249981932342,0.041775537305511534,0.6187499864026904
45900,0.029991515184519812,0.7087499834597111,0.042023725633043796,0.5874999854713678
46200,0.02987632987787947,0.702499981969595,0.046318236796651036,0.5449999845586717
46500,0.030675168934976682,0.7199999811127782,0.04603682231390849,0.5624999823048711
46800,0.026842091960133985,0.7487499807029963,0.04374066670425236,0.5787499882280827
47100,0.026324433652916923,0.7449999786913395,0.04308169335126877,0.5624999860301614
47400,0.028334374248515815,0.711249977350235,0.0448269575717859,0.5799999833106995
47700,0.027923921967158094,0.7274999814108014,0.04111300042131916,0.5974999824538827
48000,0.028372453642077744,0.7324999831616879,0.045287651126272976,0.5174999870359898
48300,0.02850943451630883,0.7312499787658453,0.04558584070764482,0.5637499904260039
48600,0.025820926995947957,0.753749979659915,0.04315244487952441,0.583749988116324
48900,0.026096004294231534,0.7512499783188105,0.044720274861902,0.5599999828264117
49200,0.02906616616382962,0.7062499849125743,0.04310310451546684,0.5762499887496233
49500,0.027411693648900837,0.7324999822303653,0.04459722514729947,0.5724999904632568
49800,0.028995589906116948,0.7224999824538827,0.04621491307625547,0.5437499871477485
50100,0.027651769836666062,0.7462499774992466,0.04490764293586835,0.5549999857321382
50400,0.02645157948427368,0.7449999814853072,0.044673395284917206,0.5524999843910336
50700,0.029760008823359385,0.7274999776855111,0.04618798737647012,0.5424999864771962
51000,0.026584785038721748,0.7487499825656414,0.04472351371077821,0.5574999861419201
51300,0.0262883651885204,0.7574999742209911,0.04529687302419916,0.5674999877810478
51600,0.024171658733393997,0.7599999792873859,0.043595589173492044,0.5674999877810478
51900,0.026356580812716857,0.7524999771267176,0.04346373490989208,0.5674999868497252
52200,0.02677651884732768,0.7287499792873859,0.04650475754169747,0.5287499902769923
52500,0.02685702203598339,0.7462499793618917,0.046842130133882165,0.5374999903142452
52800,0.029095502104610205,0.7124999836087227,0.04251455457415432,0.5637499857693911
53100,0.027188226726138964,0.7349999770522118,0.043554698349907994,0.5812499839812517
53400,0.02364318660693243,0.7662499751895666,0.043327188584953547,0.5887499842792749
53700,0.028817007754696533,0.731249981559813,0.04510827420745045,0.5574999856762588
54000,0.030312940885778517,0.6849999837577343,0.044017375039402395,0.5749999834224582
54300,0.028846350614912808,0.7274999804794788,0.046876987733412534,0.5349999880418181
54600,0.02553294668905437,0.7724999766796827,0.04445668531116098,0.5724999862723053
54900,0.03080008340475615,0.6862499788403511,0.04469526349566877,0.5549999843351543
55200,0.026576169475447387,0.7374999802559614,0.04404748848173767,0.5612499853596091
55500,0.029265877470606938,0.6949999816715717,0.04705761361401528,0.5437499862164259
55800,0.024954322740086354,0.7762499768286943,0.041378304071258754,0.5824999874457717
56100,0.024553950934205204,0.7712499797344208,0.04295225261012092,0.5737499864771962
56400,0.029527271195547655,0.7074999772012234,0.044360913801938295,0.553749986924231
56700,0.03096006970736198,0.6987499818205833,0.047903704980853945,0.5062499884516001
57000,0.02672700906987302,0.7474999791011214,0.044513780681882054,0.5799999879673123
57300,0.027442759106634185,0.737499987706542,0.044434287934564054,0.559999986551702
57600,0.025486434664344415,0.7512499773874879,0.04555379436351359,0.5437499885447323
57900,0.027809535851702094,0.7299999818205833,0.047125662851613015,0.5349999871104956
58200,0.028506495204055682,0.7324999794363976,0.044034913706127554,0.562499986961484
58500,0.027251234190771356,0.7399999815970659,0.04510431067319587,0.5624999878928065
58800,0.027355176920536906,0.7399999797344208,0.041838395525701344,0.5724999876692891
59100,0.02680912977666594,0.7362499758601189,0.04473156080348417,0.559999986551702
59400,0.02763847293681465,0.7062499765306711,0.04492576385382563,0.5574999870732427
59700,0.025141564547084272,0.7537499815225601,0.0459020416601561,0.5474999872967601
